judet,nume,xy,vaci,oi,capre,porci,oameni
Bacau,Bogdanesti,"654781,575968",144,35,249,39,547
Bacau,Hertioana de Jos,"656653,573845",51,0,30,22,169
Bacau,Hertioana-Razesi,"654341,574170",82,346,0,15,61
Bacau,Prajesti,"651759,574666",249,5,440,223,2482
Bacau,Zapodia,"659291,573886",114,7,10,25,491
Bacau,Ungureni,"662557,560279",62,78,147,80,848
Bacau,Bartasesti,"663596,567856",63,298,347,0,275
Bacau,Bibiresti,"659935,559724",227,10,301,61,779
Bacau,Botesti,"660474,565170",172,2667,1536,101,544
Bacau,Garla Anei,"661142,563609",38,0,32,48,160
Bacau,Viforeni,"661259,566739",94,792,1085,30,471
Bacau,Zlatari,"663033,558516",30,84,280,30,184
Bacau,Urechesti,"661681,516947",413,1623,397,778,1729
Bacau,Cornatel,"658533,516586",50,422,234,71,707
Bacau,Lunca Dochiei,"660688,515120",13,6,2,6,460
Bacau,Satu Nou,"657469,516204",43,2,2,36,423
Bacau,Slobozia,"664354,514641",37,9,102,810,548
Bacau,Valea Seaca,"658286,529025",200,1529,895,48,2835
Bacau,Cucova,"658162,530291",72,80,17,16,734
Bacau,Lichitiseni,"676574,544480",23,541,152,58,231
Bacau,Bosia,"675918,545493",17,4,0,15,78
Bacau,Dadesti,"674655,544864",57,3,45,43,138
Bacau,Dorneni,"667844,549583",55,11,77,34,102
Bacau,Ghilavesti,"667735,551125",71,159,364,105,227
Bacau,Godinestii de Jos,"672035,549219",100,198,306,99,262
Bacau,Godinestii de Sus,"670973,549953",59,2,0,16,105
Bacau,Medeleni,"670743,551623",166,302,390,61,151
Bacau,Nazarioaia,"674687,543635",80,16,11,185,204
Bacau,Reprivat,"673899,548229",31,0,4,18,54
Bacau,Tomozia,"674177,550106",48,0,19,53,216
Bacau,Tiganesti,"674346,546633",40,0,2,211,138
Bacau,Valea Lupului,"672312,547353",5,0,0,0,48
Bacau,Valea Merilor,"669648,552227",31,0,0,10,32
Bacau,Valea Salciei,"669081,553096",23,0,0,2,58
Bacau,Vultureni,"675472,547284",45,622,771,100,165
Bacau,Zemes,"612800,562174",334,275,235,148,4078
Bacau,Bolatau,"607664,571364",255,81,304,62,1018
Bihor,Oradea,"266479,621650",382,2076,434,310,222741
Bihor,Sanmartin,"269166,616395",38,0,52,26,3856
Bihor,Betfia,"272296,612764",48,177,80,27,488
Bihor,Cihei,"267506,615502",279,523,181,280,860
Bihor,Cordau,"269188,611718",248,1422,32,139,1113
Bihor,Haieu,"270946,614938",31,278,13,83,844
Bihor,Rontau,"270989,615795",43,28,52,32,389
Bihor,Santandrei,"260380,623625",823,557,0,98,2631
Bihor,Palota,"257918,622802",4,1034,0,33,983
Bihor,Alesd,"301550,621106",70,578,122,100,7609
Bihor,Padurea Neagra,"303230,632800",14,0,50,38,1040
Bihor,Pestis,"302816,622462",420,297,40,120,1468
Bihor,Tinaud,"304375,620223",80,358,11,74,803
Bihor,Astileu,"301226,617641",246,157,92,303,1528
Bihor,Calatea,"302248,613021",537,945,0,522,988
Bihor,Chistag,"298479,619721",111,286,0,73,660
Bihor,Pestere,"300097,617355",146,341,76,236,827
Bihor,Beius,"296638,577654",346,346,15,86,11923
Bihor,Delani,"295924,580515",204,0,37,151,430
Bihor,Stei,"304387,562900",25,332,0,24,10415
Bihor,Marghita,"298618,653226",370,9558,150,662,17162
Bihor,Chet,"298521,661214",122,1767,29,530,1110
Bihor,Ghenetea,"302862,657680",137,1625,5,479,799
Bihor,Nucet,"312044,557064",48,0,0,10,1723
Bihor,Baita,"313993,556357",38,447,2,15,659
Bihor,Baita-Plai,"316839,556761",1,0,0,0,149
Bihor,Salonta,"244562,594630",1908,25009,56,445,20660
Bihor,Vascau,"305503,555745",173,738,75,17,1977
Bihor,Camp,"303208,555394",125,805,60,7,390
Bihor,Camp-Moti,"300857,554715",81,269,0,2,157
Bihor,Colesti,"301540,556469",135,252,190,9,313
Bihor,Varzarii de Jos,"307490,557466",79,434,3,41,315
Bihor,Varzarii de Sus,"308675,555710",39,57,25,1,185
Bihor,Abram,"301399,649860",78,2421,14,153,863
Bihor,Cohani,"303060,650143",34,432,30,37,154
Bihor,Dijir,"307711,653076",59,1391,35,32,371
Bihor,Iteu,"304320,653540",61,222,0,63,372
Bihor,Iteu Nou,"302237,652227",49,0,8,59,184
Bihor,Margine,"304532,647132",125,1531,10,185,640
Bihor,Satu Barba,"306234,647652",79,646,32,71,289
Bihor,Suiug,"305232,649945",91,3142,76,164,544
Bihor,Abramut,"291760,650709",89,546,6,174,486
Bihor,Crestur,"290727,653691",95,527,0,335,461
Bihor,Fancica,"290248,650888",59,70,0,105,378
Bihor,Petreu,"294975,652203",167,1969,247,459,1517
Bihor,Auseu,"309101,618291",167,730,25,121,532
Bihor,Cacuciu Vechi,"308731,616805",39,0,0,41,190
Bihor,Codrisoru,"311313,625642",37,0,0,33,63
Bihor,Gheghie,"310638,616165",65,2,2,78,272
Bihor,Grosi,"307854,619264",117,745,0,152,1002
Bihor,Luncsoara,"312587,618156",321,51,72,253,1134
Bihor,Avram Iancu,"233421,580350",250,4389,61,1692,2047
Bihor,Ant,"228836,580118",44,1332,6,88,230
Bihor,Tamasda,"235583,577392",273,2005,0,651,1159
Bihor,Balc,"313275,647355",18,549,0,25,1359
Bihor,Almasu Mare,"312894,650589",153,5916,253,322,960
Bihor,Almasu Mic,"311147,649432",79,1511,95,174,552
Bihor,Ghida,"306688,648889",12,120,0,20,203
Bihor,Saldabagiu de Barcau,"307539,647734",189,1636,0,160,608
Bihor,Batar,"254912,583590",477,3133,0,374,1731
Bihor,Arpasel,"248517,587317",119,1524,5,320,905
Bihor,Talpos,"254717,581789",225,7307,0,436,1727
Bihor,Taut,"257536,584866",568,3510,182,324,1001
Bihor,Biharia,"265810,632789",452,0,18,916,3072
Bihor,Cauaceu,"267559,634201",40,0,74,286,603
Bihor,Niuved,"264141,641809",30,0,3,161,234
Bihor,Parhida,"262344,641944",72,2339,3,221,512
Bihor,Satu Nou,"265959,637366",11,0,0,67,256
Bihor,Tamaseu,"266540,640308",143,1072,48,381,991
Bihor,Boianu Mare,"312294,656679",133,4277,90,250,662
Bihor,Corboaia,"312870,654250",5,362,0,19,88
Bihor,Huta,"315946,654900",5,0,0,3,29
Bihor,Pagaia,"310802,659473",113,4747,55,352,742
Bihor,Rugea,"310422,653663",1,0,0,1,10
Bihor,Borod,"318034,612990",489,34,0,380,1515
Bihor,Borozel,"314008,614700",312,440,0,185,671
Bihor,Cetea,"315266,615868",252,205,66,89,408
Bihor,Cornitel,"320136,612098",238,133,0,160,631
Bihor,Serani,"323178,618033",523,273,194,489,767
Bihor,Valea Mare de Cris,"314875,613233",389,621,5,176,547
Bihor,Bors,"257589,629029",114,0,31,200,1118
Bihor,Santaul Mare,"259629,634600",22,1624,0,58,311
Bihor,Santaul Mic,"259019,631847",1634,0,0,54,403
Bihor,Sintion,"259070,626708",58,990,0,187,1453
Bihor,Bratca,"316931,605857",382,1070,19,224,1729
Bihor,Damis,"312842,599331",500,869,34,90,883
Bihor,Beznea,"318230,609420",532,1791,67,129,1600
Bihor,Lorau,"318991,604604",259,142,70,12,560
Bihor,Ponoara,"320904,601100",840,1673,273,36,850
Bihor,Valea Crisului,"320048,608398",269,225,129,86,586
Bihor,Brusturi,"290037,632495",103,1412,68,135,1478
Bihor,Cuiesd,"294020,627087",48,956,86,45,507
Bihor,Loranta,"296482,630318",71,150,16,14,161
Bihor,Orvisele,"289179,629529",248,1780,813,176,678
Bihor,Paulesti,"288545,634349",32,94,3,35,442
Bihor,Picleu,"291540,630876",116,1275,68,138,948
Bihor,Tiganestii de Cris,"293094,628888",108,55,55,55,435
Bihor,Varasau,"292183,632841",37,156,141,44,174
Bihor,Budureasa,"307748,578537",520,217,11,437,1604
Bihor,Burda,"306580,580354",266,20,107,265,473
Bihor,Saca,"305719,576644",139,230,0,55,231
Bihor,Saliste de Beius,"303909,575527",176,490,52,93,284
Bihor,Teleac,"302722,576726",176,243,220,86,227
Bihor,Buduslau,"292673,659356",92,568,0,476,1016
Bihor,Albis,"291331,658213",105,0,2,866,1059
Bihor,Bulz,"322342,604236",569,502,105,73,1008
Bihor,Munteni,"323720,600163",491,1043,420,61,691
Bihor,Remeti,"320660,596710",282,711,356,65,1152
Bihor,Buntesti,"305470,571224",209,0,0,52,588
Bihor,Bradet,"310251,567760",268,51,0,81,739
Bihor,Dumbravani,"307899,568203",125,180,0,35,366
Bihor,Ferice,"309951,573742",158,232,0,60,623
Bihor,Lelesti,"304615,572067",126,0,73,51,514
Bihor,Poienii de Jos,"307919,570658",98,0,143,20,680
Bihor,Poienii de Sus,"309207,570575",287,184,0,82,775
Bihor,Saud,"307575,571932",164,0,105,65,448
Bihor,Stancesti,"309301,568349",82,0,0,41,321
Bihor,Cabesti,"298757,589026",305,224,41,331,1054
Bihor,Goila,"296171,589339",188,209,80,32,244
Bihor,Gurbesti,"297634,586785",116,192,0,102,234
Bihor,Josani,"297329,587263",156,32,0,66,399
Bihor,Sohodol,"303024,590018",286,19,105,132,397
Bihor,Capalna,"278022,585903",163,668,40,261,468
Bihor,Ginta,"276812,587856",156,1653,84,61,441
Bihor,Rohani,"277361,587385",85,0,0,81,183
Bihor,Saldabagiu Mic,"281810,586035",379,1170,0,372,686
Bihor,Suplacu de Tinca,"278561,582557",37,1468,0,178,543
Bihor,Carpinet,"306857,553735",58,120,24,2,620
Bihor,Izbuc,"304817,552049",240,735,7,245,736
Bihor,Leheceni,"308565,552633",95,148,7,22,513
Bihor,Calugari,"305562,550185",170,167,28,15,844
Bihor,Cefa,"248901,606880",143,4521,197,406,1269
Bihor,Ateas,"241553,607571",65,2407,60,179,225
Bihor,Berechiu,"250472,610720",35,789,0,87,344
Bihor,Bicaci,"254483,605257",98,3943,86,567,591
Bihor,Gepiu,"254784,608401",85,17490,25,442,1017
Bihor,Inand,"251593,604546",100,1792,51,307,899
Bihor,Roit,"248854,614377",189,2250,0,242,645
Bihor,Sinnicolau Romin,"249160,612047",142,5309,3,215,1218
Bihor,Ceica,"283413,599297",105,607,142,278,934
Bihor,Bucium,"282336,601691",30,206,53,125,279
Bihor,Ceisoara,"285999,599021",164,229,0,225,763
Bihor,Corbesti,"288720,602349",248,274,73,193,639
Bihor,Cotiglet,"286042,602682",159,0,3,110,594
Bihor,Dusesti,"284103,596890",93,1156,75,193,640
Bihor,Incesti,"280344,597625",187,0,0,233,499
Bihor,Cetariu,"271711,631466",187,0,0,71,1039
Bihor,Paleu,"268493,628449",33,0,0,8,489
Bihor,Saldabagiu de Munte,"269619,625556",40,0,35,36,588
Bihor,Sisterea,"277418,633159",47,252,78,9,670
Bihor,Susturogi,"280227,630895",63,405,0,0,384
Bihor,Tautelec,"274207,632668",19,0,0,37,250
Bihor,Uileacu de Munte,"271422,628620",42,3347,28,18,555
Bihor,Cherechiu,"282166,657583",165,961,0,260,805
Bihor,Chesereu,"281554,662744",191,0,0,456,1107
Bihor,Targusor,"285442,658224",55,0,0,471,634
Bihor,Chislaz,"289895,646132",148,4522,5,178,608
Bihor,Chiraleu,"295034,648637",370,1868,5,190,654
Bihor,Haucesti,"287504,640303",16,0,0,26,89
Bihor,Misca,"291887,644021",92,0,0,257,1017
Bihor,Poclusa de Barcau,"287234,643604",62,3253,0,104,417
Bihor,Sarsig,"286333,641635",146,483,14,140,332
Bihor,Sanlazar,"291527,647148",107,2715,0,240,456
Bihor,Ciuhoi,"281649,641774",132,2903,152,172,457
Bihor,Cenalos,"284119,642220",57,97,0,128,304
Bihor,Saniob,"282094,644362",211,1593,0,268,1299
Bihor,Sfarnas,"278776,641470",131,590,1,203,299
Bihor,Ciumeghiu,"238109,586939",560,7431,0,335,1742
Bihor,Boiu,"239914,581830",230,2388,0,514,900
Bihor,Ghiorac,"245595,584631",479,4334,9,784,1922
Bihor,Campani,"309222,560131",365,1902,39,117,1007
Bihor,Fanate,"310569,559048",140,253,34,12,752
Bihor,Harsesti,"307964,562650",123,0,0,1,403
Bihor,Sighistel,"310947,560733",144,145,0,15,418
Bihor,Valea de Sus,"309736,563736",271,239,0,2,418
Bihor,Cociuba Mare,"270039,586573",253,5393,144,738,1059
Bihor,Carasau,"274010,582781",278,208,138,430,809
Bihor,Chesa,"272114,587767",123,3233,0,475,818
Bihor,Petid,"275844,583998",538,1627,248,539,732
Bihor,Copacel,"283906,613024",164,3,184,141,433
Bihor,Bucuroaia,"284932,607085",251,2,55,331,555
Bihor,Chijic,"283011,614510",202,160,7,209,314
Bihor,Poiana Tasad,"283981,609915",62,766,7,69,233
Bihor,Sarand,"280323,614980",96,400,45,153,530
Bihor,Surduc,"286389,612293",323,128,16,257,549
Bihor,Cristioru de Jos,"310052,549443",211,101,73,183,447
Bihor,Balc,"314444,547621",132,1791,0,234,42
Bihor,Cristioru de Sus,"313036,548761",73,47,8,112,237
Bihor,Poiana,"313472,552675",249,398,25,290,663
Bihor,Saliste de Vascau,"310409,551164",204,0,11,244,592
Bihor,Curatele,"302199,581447",233,30,56,114,464
Bihor,Beiusele,"304511,582991",675,310,60,190,553
Bihor,Cresuia,"306782,581892",492,239,553,285,542
Bihor,Nimaiesti,"299809,579212",1179,2695,166,545,953
Bihor,Pocioveliste,"303619,581149",420,0,53,248,396
Bihor,Curtuiseni,"288718,675682",210,3263,0,578,2839
Bihor,Vasad,"292686,672454",125,2187,0,846,1078
Bihor,Derna,"295362,637439",67,379,56,148,1058
Bihor,Dernisoara,"291261,639341",129,211,91,173,725
Bihor,Sacalasau,"293692,636600",49,126,83,47,786
Bihor,Sacalasau Nou,"296828,635098",221,0,1,47,420
Bihor,Tria,"292280,640725",110,0,6,97,514
Bihor,Diosig,"272049,649627",796,7150,73,1941,6237
Bihor,Mihai Bravu,"267496,644350",257,2745,21,301,1160
Bihor,Rosiori,"268553,644195",176,1946,12,209,1162
Bihor,Vaida,"271776,643628",37,1989,49,84,598
Bihor,Dobresti,"291856,597513",277,18,31,23,1982
Bihor,Cornisesti,"288382,595812",56,0,0,46,335
Bihor,Crincesti,"289701,594572",96,0,0,43,583
Bihor,Hidisel,"290179,596394",112,94,97,22,767
Bihor,Luncasprie,"294324,597518",101,81,27,25,1072
Bihor,Racas,"295887,600602",50,0,0,3,142
Bihor,Topa de Jos,"288343,597795",79,0,0,117,269
Bihor,Topa de Sus,"289732,599807",350,75,0,55,803
Bihor,Draganesti,"299823,573238",63,80,0,47,422
Bihor,Belejeni,"302624,572671",144,25,98,120,332
Bihor,Gradinari,"298359,574446",78,163,41,156,478
Bihor,Livada Beiusului,"300394,575533",36,0,0,85,148
Bihor,Mizies,"300406,577011",141,141,55,172,460
Bihor,Pantasesti,"300574,571894",86,0,41,43,186
Bihor,Sebis,"302705,572012",130,155,166,158,373
Bihor,Talpe,"301924,575507",163,247,1,118,303
Bihor,Tiganestii de Beius,"301441,573189",146,0,99,89,374
Bihor,Dragesti,"280532,603833",67,112,111,23,431
Bihor,Dicanesti,"278319,603581",110,317,77,14,324
Bihor,Stracos,"281802,605199",132,0,51,69,357
Bihor,Tasad,"280399,608237",699,965,115,178,1267
Bihor,Topesti,"280322,601447",76,0,0,83,277
Bihor,Finis,"293849,575436",300,1617,239,78,1849
Bihor,Fizis,"291414,576417",44,0,0,54,269
Bihor,Ioanis,"290890,578177",117,713,0,22,683
Bihor,Suncuis,"290152,578590",123,206,293,6,875
Bihor,Girisu de Cris,"253091,623590",265,1917,162,262,1233
Bihor,Cheresig,"247275,620710",611,2352,151,507,1053
Bihor,Tarian,"254467,624654",224,1773,63,312,1798
Bihor,Toboliu,"250032,621108",388,159,36,453,1004
Bihor,Hidiselu de Sus,"274245,608101",247,875,60,565,1061
Bihor,Hidiselu de Jos,"272803,609481",109,221,0,134,573
Bihor,Mierlau,"271946,606066",147,552,285,105,903
Bihor,Santelec,"275865,610685",21,1347,20,67,379
Bihor,Sumugiu,"268579,603388",88,724,152,60,500
Bihor,Holod,"279943,591280",139,59,0,95,686
Bihor,Dumbrava,"275545,591487",59,694,0,66,577
Bihor,Dumbravita,"282035,592202",72,163,0,82,339
Bihor,Forosig,"278461,595016",63,99,4,76,246
Bihor,Hodis,"278402,593319",83,0,0,93,315
Bihor,Lupoaia,"280006,593295",76,0,0,127,546
Bihor,Valea Mare de Codru,"276464,593964",31,114,0,35,145
Bihor,Vintere,"281353,589406",91,538,0,180,1009
Bihor,Husasau de Tinca,"263670,596068",177,8011,587,96,779
Bihor,Fonau,"268354,595292",318,0,0,24,217
Bihor,Miersig,"258662,603348",124,2495,0,48,436
Bihor,Osand,"267621,598021",74,1082,99,71,474
Bihor,Sititelec,"263108,602100",151,1900,332,171,561
Bihor,Ineu,"280347,624810",252,1839,77,631,1969
Bihor,Botean,"282474,626382",126,0,171,276,700
Bihor,Husasau de Cris,"276357,624833",250,1331,18,440,877
Bihor,Lazuri de Beius,"300428,569213",90,433,148,130,400
Bihor,Baleni,"300136,571011",88,178,30,25,263
Bihor,Cusuius,"301418,567890",110,483,0,159,591
Bihor,Hinchiris,"297551,569058",311,2009,26,174,888
Bihor,Lazareni,"274866,601293",180,413,0,255,666
Bihor,Bicacel,"277977,598995",66,0,0,60,272
Bihor,Calea Mare,"275928,605331",144,159,0,185,724
Bihor,Carandeni,"277092,599335",31,205,92,55,208
Bihor,Caranzel,"273500,596571",32,102,120,29,145
Bihor,Gepis,"272022,598330",110,577,34,94,668
Bihor,Gruilung,"278268,601786",44,0,0,38,166
Bihor,Miheleu,"275337,596063",85,100,111,38,253
Bihor,Lugasu de Jos,"297880,621576",99,934,220,137,1490
Bihor,Lugasu de Sus,"298560,623344",194,2802,444,68,850
Bihor,Urvind,"293018,622232",360,315,87,73,946
Bihor,Lunca,"303735,561564",171,112,0,177,1056
Bihor,Briheni,"300125,558818",89,85,0,69,463
Bihor,Hotarel,"303028,562410",29,0,26,31,378
Bihor,Seghiste,"306847,562939",218,0,77,161,701
Bihor,Sarbesti,"306455,558819",28,0,89,21,405
Bihor,Sustiu,"304247,558753",47,170,0,37,518
Bihor,Madaras,"245875,597571",150,1822,0,520,923
Bihor,Homorog,"250923,597449",209,1728,160,419,768
Bihor,Ianosda,"255714,598075",971,3792,149,567,1081
Bihor,Martihaz,"243827,602545",144,3968,37,140,204
Bihor,Magesti,"305527,615423",61,205,2,100,302
Bihor,Butani,"304499,616157",120,495,3,175,389
Bihor,Cacuciu Nou,"307448,617155",166,0,0,125,373
Bihor,Dobricionesti,"307547,613674",162,248,84,171,634
Bihor,Galaseni,"303551,612736",158,527,0,119,362
Bihor,Josani,"306486,614279",74,715,0,154,445
Bihor,Ortiteag,"304958,617901",194,300,8,151,489
Bihor,Nojorid,"262407,615730",715,1432,152,62,1542
Bihor,Apateu,"265193,612644",38,1942,17,6,288
Bihor,Chisirid,"262438,612392",204,2000,36,16,147
Bihor,Les,"258747,612096",243,1543,17,23,578
Bihor,Livada de Bihor,"256534,617242",123,1596,25,279,1257
Bihor,Pausa,"261020,609998",476,1892,132,19,304
Bihor,Sauaieu,"265093,608820",102,1033,42,3,388
Bihor,Olcea,"268539,580376",253,955,0,320,682
Bihor,Calacea,"264594,579798",1055,3415,0,732,1258
Bihor,Hodisel,"274492,576004",302,1043,48,661,462
Bihor,Ucuris,"266321,575313",43,1375,0,64,647
Bihor,Osorhei,"273496,620019",178,4836,150,12,2558
Bihor,Alparea,"274902,618770",221,1124,107,77,1010
Bihor,Cheriu,"272833,616843",69,0,140,71,534
Bihor,Felcheriu,"277119,614863",95,290,31,83,370
Bihor,Fughiu,"274868,621704",63,535,0,52,897
Bihor,Pietroasa,"312201,568731",370,1136,9,433,1021
Bihor,Chiscau,"311807,565146",565,717,0,338,794
Bihor,Cociuba Mica,"310486,569461",187,151,235,173,449
Bihor,Giulesti,"314622,563749",124,0,0,67,183
Bihor,Gurani,"311320,569080",208,120,1,245,807
Bihor,Magura,"311888,564584",167,1537,0,131,383
Bihor,Motesti,"308418,565485",224,287,0,57,135
Bihor,Pocola,"292425,580825",146,453,0,69,512
Bihor,Feneris,"291991,582711",211,157,0,184,503
Bihor,Petrani,"290507,580268",225,122,0,23,425
Bihor,Poietari,"293268,582184",95,0,0,4,114
Bihor,Sanmartin de Beius,"294477,580193",91,0,0,78,253
Bihor,Pomezeu,"292364,591851",34,121,0,73,209
Bihor,Campani de Pomezeu,"294716,592036",149,224,146,206,577
Bihor,Cosdeni,"291183,589138",299,473,2,128,809
Bihor,Hidis,"290158,590126",114,144,25,88,504
Bihor,Lacu Sarat,"297474,592694",37,137,24,19,80
Bihor,Sitani,"293454,593916",177,2,37,160,603
Bihor,Spinus de Pomezeu,"291228,591110",58,358,0,37,319
Bihor,Valani de Pomezeu,"295097,590900",289,649,19,210,729
Bihor,Popesti,"303905,640899",129,1416,0,113,2779
Bihor,Bistra,"304294,642697",203,1981,0,128,1088
Bihor,Budoi,"299120,637603",27,112,30,38,1127
Bihor,Cuzap,"303518,636946",82,510,0,90,1309
Bihor,Varviz,"305370,639334",145,674,55,140,656
Bihor,Varzari,"307168,636737",16,0,0,22,385
Bihor,Voivozi,"301666,638425",81,501,0,110,1991
Bihor,Rabagani,"288289,586704",150,880,0,91,728
Bihor,Albesti,"289346,589347",217,439,50,168,410
Bihor,Bratesti,"285373,588192",36,611,0,5,160
Bihor,Saucani,"290357,585202",385,0,0,362,593
Bihor,Saliste de Pomezeu,"292319,586631",119,0,0,44,170
Bihor,Varaseni,"286455,589110",137,245,0,192,535
Bihor,Remetea,"296784,585617",218,206,105,87,892
Bihor,Dragoteni,"293646,584936",266,518,54,55,535
Bihor,Meziad,"302851,585561",676,888,41,61,1342
Bihor,Petreasa,"296598,582809",113,510,117,13,454
Bihor,Soimus,"295151,583541",99,0,0,8,169
Bihor,Rieni,"303653,567136",118,240,5,125,653
Bihor,Cucuceni,"301921,566050",14,99,0,17,102
Bihor,Ghighiseni,"302400,564494",191,528,147,235,1024
Bihor,Petrileni,"303662,564902",43,330,125,126,600
Bihor,Sudrigiu,"302727,569101",81,0,25,43,421
Bihor,Valea de Jos,"306686,566659",232,186,36,174,617
Bihor,Rosia,"300706,592503",1566,1738,158,336,2359
Bihor,Lazuri,"301868,591641",5,0,0,0,504
Bihor,Sacadat,"282194,619872",245,533,255,352,934
Bihor,Borsa,"285007,617676",103,613,143,100,270
Bihor,Sabolciu,"283045,623354",110,1457,13,491,772
Bihor,Sacueni,"280026,654232",537,4397,47,1620,7261
Bihor,Cadea,"277144,650000",31,30,13,425,1170
Bihor,Ciocaia,"276006,653053",85,285,29,718,905
Bihor,Cubulcut,"286609,650861",158,1076,4,1151,1062
Bihor,Olosig,"286142,654128",80,1481,2,586,574
Bihor,Sannicolau de Munte,"282758,648877",123,897,7,602,979
Bihor,Salacea,"296226,665739",128,4705,37,1673,2497
Bihor,Otomani,"290942,663487",220,0,7,1366,790
Bihor,Salard,"274469,639973",164,660,2,470,2715
Bihor,Hodos,"270912,640554",138,2234,13,586,744
Bihor,Santimreu,"275581,643036",51,104,7,230,629
Bihor,Sambata,"285853,592907",49,0,0,118,467
Bihor,Copaceni,"284689,589723",17,0,0,41,173
Bihor,Ogesti,"288503,593102",52,231,0,104,245
Bihor,Rogoz,"283288,591943",106,1044,40,198,409
Bihor,Rotaresti,"287893,592240",21,0,0,46,211
Bihor,Zavoiu,"285413,595141",144,1092,81,128,299
Bihor,Sarbi,"281205,636636",173,2520,138,653,1240
Bihor,Almasu Mic,"282107,634173",82,5,6,14,209
Bihor,Burzuc,"284765,632319",312,566,29,208,1166
Bihor,Chioag,"283515,634780",35,327,0,32,286
Bihor,Fegernic,"281737,637789",39,508,16,149,381
Bihor,Fegernicu Nou,"279806,639717",0,0,0,2,59
Bihor,Sarcau,"283599,638518",4,143,0,14,125
Bihor,Spinus,"286458,637301",215,709,8,118,542
Bihor,Ciulesti,"286661,639365",36,6,1,14,274
Bihor,Gurbesti,"288992,636502",15,124,12,17,168
Bihor,Nadar,"284742,638103",90,470,26,128,266
Bihor,Saliste,"289762,635787",33,20,0,7,322
Bihor,Suplacu de Barcau,"312578,642711",134,3060,8,334,2791
Bihor,Borumlaca,"308437,638240",83,0,40,115,962
Bihor,Dolea,"309282,644807",137,186,0,146,226
Bihor,Foglas,"308232,641315",59,0,0,73,221
Bihor,Valea Cerului,"309811,640640",20,229,9,136,439
Bihor,Valcelele,"308793,639825",11,620,0,45,266
Bihor,Simian,"279916,669450",436,2768,9,1935,2638
Bihor,Silindru,"276498,663984",128,1953,9,551,1019
Bihor,Voivozi,"276142,667595",34,381,0,319,545
Bihor,Sinteu,"311284,629650",434,0,0,366,672
Bihor,Huta Voivozi,"308283,631573",115,0,0,85,236
Bihor,Socet,"309403,632285",85,0,42,85,144
Bihor,Valea Tirnei,"311985,628027",238,0,0,260,485
Bihor,Soimi,"278957,579910",28,518,0,119,668
Bihor,Borz,"284198,578829",35,0,328,84,307
Bihor,Codru,"280707,574336",115,99,6,391,313
Bihor,Dumbravita de Codru,"282231,576797",193,486,0,221,598
Bihor,Poclusa de Beius,"276637,576317",59,54,0,234,132
Bihor,Sannicolau de Beius,"278636,581225",4,0,0,74,217
Bihor,Ursad,"276814,579864",346,0,0,303,249
Bihor,Urvis de Beius,"281976,580940",266,2,0,268,927
Bihor,Suncuius,"311867,608201",280,432,49,131,2077
Bihor,Balnaca,"314552,607770",226,601,1,153,1056
Bihor,Balnaca-Grosi,"312818,605065",64,81,14,9,265
Bihor,Zece Hotare,"306844,602134",332,422,2,77,673
Bihor,Tarcea,"286274,665842",105,0,1,373,1001
Bihor,Adoni,"286239,663085",71,737,0,466,855
Bihor,Galospetru,"289579,668650",26,2358,0,747,1025
Bihor,Tarcaia,"297620,573899",169,0,157,185,1255
Bihor,Mierag,"297567,570540",160,126,159,34,270
Bihor,Tarcaita,"295121,568878",269,407,554,42,497
Bihor,Totoreni,"299292,571569",63,0,0,48,343
Bihor,Tauteu,"297973,644772",109,2121,0,395,1123
Bihor,Bogei,"299614,644045",156,1066,0,204,1288
Bihor,Chiribis,"298346,649153",155,6378,0,334,778
Bihor,Ciutelec,"301583,643590",208,2590,0,254,1008
Bihor,Poiana,"299075,647516",41,901,0,154,241
Bihor,Tileagd,"286698,622930",166,2231,563,38,4040
Bihor,Balaia,"284654,627044",253,1012,0,17,831
Bihor,Calatani,"286226,620173",47,0,0,1,224
Bihor,Posoloaca,"289763,621806",42,290,0,7,373
Bihor,Tilecus,"287847,617398",548,623,0,39,970
Bihor,Uileacu de Cris,"287760,623977",79,1351,255,11,904
Bihor,Tinca,"265024,590735",465,8015,154,745,4494
Bihor,Belfir,"266142,586488",94,804,0,150,539
Bihor,Girisu Negru,"263051,585356",418,1038,182,659,897
Bihor,Gurbediu,"259882,592997",115,4337,125,1041,1245
Bihor,Rapa,"272061,591287",126,238,0,901,736
Bihor,Tulca,"252974,592481",732,3920,207,784,2584
Bihor,Cauasd,"256460,592817",119,4736,48,113,516
Bihor,Tetchea,"296057,619729",110,520,0,342,794
Bihor,Hotar,"292931,616913",357,2296,216,358,1091
Bihor,Subpiatra,"294640,617490",301,514,181,241,640
Bihor,Telechiu,"292268,620910",271,0,0,260,684
Bihor,Uileacu de Beius,"286770,579920",41,55,88,155,789
Bihor,Forau,"285308,582796",754,494,260,610,1133
Bihor,Prisaca,"287356,582767",293,0,42,286,545
Bihor,Valanii de Beius,"288734,581650",258,385,200,337,329
Bihor,Vadu Crisului,"310489,612594",190,976,176,166,3248
Bihor,Birtin,"309035,613076",94,329,0,126,411
Bihor,Tomnatic,"306095,604223",317,148,6,72,437
Bihor,Topa de Cris,"311802,614339",121,354,39,149,513
Bihor,Valea lui Mihai,"283279,673056",867,4740,85,1974,10505
Bihor,Viisoara,"306503,657335",177,2404,13,519,1022
