judet,nume,xy
VS,Văleni,"735095,570441"
VS,Perieni,"701253,537101"
VS,Ciocani,"697306,532120"
VS,Crâng,"701288,530596"
VS,Crângu Nou,"697790,533547"
VS,Podu Petriș,"695899,529423"
VS,Poienești,"694538,570846"
VS,Dealu Secării,"697051,561160"
VS,Florești,"696711,564387"
VS,Frasinu,"691993,571445"
VS,Fundu Văii,"693441,566577"
VS,Oprișița,"696962,571132"
VS,Poienești-Deal,"695000,567421"
VS,Pogana,"698143,538277"
VS,Bogești,"696340,541283"
VS,Cârjoani,"695118,538946"
VS,Măscurei,"694339,540938"
VS,Tomești,"698805,542753"
VS,Puiești,"691247,550170"
VS,Bărtăluș-Mocani,"689001,546829"
VS,Bărtăluș-Răzeși,"689351,545310"
VS,Călimănești,"685993,558514"
VS,Cetățuia,"687270,550849"
VS,Cristești,"688536,554721"
VS,Fântânele,"688011,558037"
VS,Fulgu,"683678,558131"
VS,Gâlțești,"693258,551098"
VS,Iezer,"694260,548985"
VS,Lălești,"686285,555603"
VS,Rotari,"689216,549237"
VS,Ruși,"692614,554154"
VS,Pungești,"678827,581370"
VS,Armășoaia,"682325,579239"
VS,Cursești-Deal,"682436,581940"
VS,Cursești-Vale,"681733,582809"
VS,Hordila,"685787,581646"
VS,Rapșa,"684623,581906"
VS,Siliștea,"681228,579561"
VS,Stejaru,"677372,579240"
VS,Toporăști,"684428,579823"
VS,Rebricea,"695159,599450"
VS,Bolați,"697973,597259"
VS,Crăciunești,"692972,599863"
VS,Draxeni,"700186,600384"
VS,Măcrești,"693268,602231"
VS,Rateșu Cuzei,"695562,596252"
VS,Sasova,"696683,601294"
VS,Tatomirești,"693055,603261"
VS,Tufeștii de Jos,"699745,601211"
VS,Roșiești,"722968,552933"
VS,Codreni,"723032,557527"
VS,Gara Roșiești,"717850,551947"
VS,Gura Idrici,"721599,550052"
VS,Idrici,"722711,555972"
VS,Rediu,"720657,556684"
VS,Valea lui Darie,"726042,554119"
VS,Solești,"713104,588713"
VS,Boușori,"715878,585353"
VS,Iaz,"710568,594721"
VS,Satu Nou,"713783,590922"
VS,Șerbotești,"711948,593679"
VS,Știoborăni,"718300,586888"
VS,Valea Siliștei,"716283,586696"
VS,Stănilești,"742991,573867"
VS,Bogdana-Voloseni,"738876,575561"
VS,Budu Cantemir,"739661,573046"
VS,Chersăcosu,"739881,584546"
VS,Gura Văii,"741850,576420"
VS,Pogănești,"742226,581792"
VS,Săratu,"748048,574466"
VS,Ștefan cel Mare,"701102,583084"
VS,Bârzești,"696109,585801"
VS,Brăhășoaia,"698937,582949"
VS,Călugăreni,"696864,584109"
VS,Cănțălărești,"700205,584769"
VS,Mărășeni,"703913,580983"
VS,Muntenești,"693359,587368"
VS,Șuletea,"724422,536197"
VS,Fedești,"721580,537986"
VS,Jigălia,"725029,538793"
VS,Rășcani,"723539,539431"
VS,Tanacu,"715621,579275"
VS,Benești,"716374,581175"
VS,Muntenii de Sus,"712410,580372"
VS,Satu Nou,"710178,581007"
VS,Tăcuta,"704682,605729"
VS,Cujba,"702833,609776"
VS,Dumasca,"706367,606264"
VS,Focșeașca,"700448,607065"
VS,Mircești,"703551,603530"
VS,Protopopești,"700845,610646"
VS,Sofieni,"701427,609349"
VS,Tătărăni,"726672,581395"
VS,Bălțați,"721742,581756"
VS,Crăsnășeni,"726193,578754"
VS,Giurgești,"727492,585956"
VS,Leoști,"725561,577756"
VS,Mantu,"723879,585631"
VS,Stroiești,"727534,584886"
VS,Valea lui Bosie,"727304,583182"
VS,Valea Seacă,"727335,587747"
VS,Todirești,"681529,596267"
VS,Cotic,"680119,599611"
VS,Drăgești,"682791,599544"
VS,Huc,"683604,594891"
VS,Plopoasa,"681117,593183"
VS,Rafaila,"680291,591671"
VS,Siliștea,"683969,596080"
VS,Sofronești,"681248,600633"
VS,Valea Popii,"683929,598596"
VS,Viișoara,"680161,595094"
VS,Tutova,"697926,516520"
VS,Bădeana,"700530,521399"
VS,Borodești,"699960,509577"
VS,Ciortolom,"699060,515700"
VS,Coroiu,"696652,514826"
VS,Crivești,"698057,513202"
VS,Pochidia,"700212,508052"
VS,Satu Nou,"700916,508187"
VS,Sălceni,"698711,510429"
VS,Vizureni,"700582,512467"
VS,Văleni,"710808,586730"
VS,Ferești,"706196,590404"
VS,Moara Domnească,"710882,583078"
VS,Vetrișoaia,"746594,552651"
VS,Bumbăta,"747653,559040"
VS,Viișoara,"722841,546270"
VS,Dodești,"722598,543456"
VS,Halta Dodești,"717123,545628"
VS,Urdești,"726433,542952"
VS,Văleni,"718778,546655"
VS,Viltotești,"721270,546185"
VS,Vinderei,"717419,520597"
VS,Brădești,"714115,521731"
VS,Docani,"712588,519370"
VS,Docăneasa,"716476,516216"
VS,Gara Docăneasa,"715253,516412"
VS,Gara Tălășman,"719551,518659"
VS,Obârșeni,"719523,524413"
VS,Valea Lungă,"718662,520746"
VS,Voinești,"686140,565224"
VS,Avrămești,"681247,563926"
VS,Băncești,"687717,562945"
VS,Corobănești,"689171,560223"
VS,Gârdești,"688029,564486"
VS,Mărășești,"685181,561104"
VS,Obârșeni,"687789,566650"
VS,Obârșenii Lingurari,"686706,568980"
VS,Rugăria,"688783,570043"
VS,Stâncășeni,"689831,560909"
VS,Uricari,"681221,566426"
VS,Vulturești,"692964,593229"
VS,Buhăiești,"692892,589681"
VS,Podeni,"695640,592082"
VS,Voinești,"691594,594147"
VS,Vutcani,"726660,555678"
VS,Mălăiești,"728245,555486"
VS,Poșta Elan,"730339,550289"
VS,Zăpodeni,"703387,586243"
VS,Butucăria,"700386,591942"
VS,Ciofeni,"701147,587566"
VS,Delea,"706644,581036"
VS,Dobroslovești,"699195,588752"
VS,Măcrești,"697885,593335"
VS,Portari,"706252,585585"
VS,Telejna,"702178,590397"
VS,Uncești,"698466,592041"
VS,Zorleni,"710142,533455"
VS,Dealu Mare,"709877,528540"
VS,Popeni,"716259,531229"
VS,Simila,"708182,532803"
VL,Râmnicu Vâlcea,"450512,400882"
VL,Aranghel,"446289,402080"
VL,Căzănești,"443911,395659"
VL,Copăcelu,"445796,396628"
VL,Dealu Malului,"448389,403839"
VL,Poenari,"447647,400515"
VL,Priba,"448039,403166"
VL,Râureni,"447331,395262"
VL,Stolniceni,"445359,393504"
VL,Troian,"448759,397819"
VL,Goranu,"451552,400760"
VL,Fețeni,"454723,399575"
VL,Lespezi,"451466,402464"
VL,Săliștea,"456387,402050"
VL,Curăturile,"435241,396583"
VL,Gătejești,"437064,399882"
VL,Prajila,"434623,398409"
VL,Cheia,"438445,409523"
VL,Comanca,"439212,415456"
VL,Gurguiata,"436350,413141"
VL,Livadia,"440453,411993"
VL,Moșoroașa,"444489,406508"
VL,Olănești,"441842,409383"
VL,Pietrișu,"439338,413711"
VL,Tisa,"438585,411951"
VL,Brezoi,"440537,427451"
VL,Călinești,"444654,430181"
VL,Corbu,"442492,428493"
VL,Drăgănești,"445420,428225"
VL,Golotreni,"443404,427202"
VL,Păscoaia,"433995,428562"
VL,Proieni,"443354,428682"
VL,Valea lui Stan,"438414,427944"
VL,Văratica,"443687,426526"
VL,Călimănești,"448102,416991"
VL,Căciulata,"447199,417901"
VL,Jiblea Nouă,"449564,413876"
VL,Jiblea Veche,"449105,416155"
VL,Păușa,"447983,417813"
VL,Seaca,"448960,413504"
VL,Drăgășani,"441324,351432"
VL,Valea Caselor,"439409,350942"
VL,Zărneni,"439007,348004"
VL,Zlătărei,"441117,348104"
VL,Horezu,"421041,405536"
VL,Ifrimești,"419699,410142"
VL,Râmești,"420114,407247"
VL,Romanii de Jos,"421999,407045"
VL,Romanii de Sus,"420941,409472"
VL,Tănăsești,"419033,409717"
VL,Urșani,"418445,408481"
VL,Buda,"445201,400209"
VL,Cosota,"442854,398769"
VL,Făcăi,"443701,398196"
VL,Gura Suhașului,"444812,398904"
VL,Lunca,"442428,399959"
VL,Ocnița,"443053,398962"
VL,Slătioarele,"441903,398194"
VL,Țeica,"443696,399037"
VL,Alunu,"407297,391991"
VL,Bodești,"406109,396835"
VL,Coltești,"407746,387633"
VL,Igoiu,"406138,394938"
VL,Ilaciu,"406620,387968"
VL,Ocracu,"406788,385981"
VL,Roșia,"406930,389049"
VL,Amărăști,"432937,363347"
VL,Mereșești,"433197,360385"
VL,Nemoiu,"433965,360827"
VL,Padina,"431161,363979"
VL,Palanga,"431451,365037"
VL,Teiul,"430621,362589"
VL,Băbeni,"439857,385921"
VL,Bonciu,"439933,384580"
VL,Capu Dealului,"440355,388011"
VL,Pădurețu,"434807,386575"
VL,Români,"437308,386203"
VL,Tătărani,"440220,387528"
VL,Valea Mare,"439929,382258"
VL,Bălcești,"416126,346479"
VL,Benești,"413361,351782"
VL,Chirculești,"415010,353214"
VL,Cârlogani,"414541,354207"
VL,Gorunești,"417473,341341"
VL,Irimești,"416592,352220"
VL,Otetelișu,"417428,349235"
VL,Preotești,"419409,338508"
VL,Satu Poieni,"413488,347326"
VL,Bodești,"430444,405007"
VL,Bărbătești,"430743,407362"
VL,Bârzești,"430330,403753"
VL,Negrulești,"428321,403867"
VL,Berbești,"411822,390715"
VL,Dămțeni,"413229,389914"
VL,Dealu Aluniș,"410693,387569"
VL,Roșioara,"411700,391100"
VL,Târgu Gângulești,"410339,386020"
VL,Valea Mare,"412513,391098"
VL,Stoenești,"455157,416967"
VL,Berislăvești,"454349,417062"
VL,Brădișor,"455348,418273"
VL,Dângești,"454902,421323"
VL,Rădăcinești,"456309,420009"
VL,Robaia,"458733,416652"
VL,Scăueni,"456428,418354"
VL,Boișoara,"451813,438197"
VL,Bumbuești,"450167,437064"
VL,Găujani,"451266,439404"
VL,Budești,"451765,396273"
VL,Barza,"450475,394482"
VL,Bercioiu,"446200,389441"
VL,Bârsești,"448831,393600"
VL,Linia,"453109,397080"
VL,Piscu Pietrei,"450070,393296"
VL,Racovița,"452597,397858"
VL,Ruda,"447451,392503"
VL,Olteni,"451610,405258"
VL,Bogdănești,"448348,408645"
VL,Bujoreni,"449842,404825"
VL,Gura Văii,"450142,409108"
VL,Lunca,"450341,408007"
VL,Malu Alb,"451316,404394"
VL,Malu Vârtop,"449497,409592"
VL,Bunești,"436245,402177"
VL,Coasta Mare,"439722,400278"
VL,Firești,"437765,400249"
VL,Râpănești,"438140,399757"
VL,Teiușu,"440151,399469"
VL,Titireci,"436850,401194"
VL,Armășești,"422257,391346"
VL,Cernișoara,"418332,394338"
VL,Groși,"424180,389039"
VL,Mădulari,"420658,395290"
VL,Modoia,"425741,386705"
VL,Obârșia,"420465,397803"
VL,Sărsănești,"419563,397750"
VL,Câinenii Mici,"445937,444309"
VL,Câinenii Mari,"445222,444609"
VL,Greblești,"446201,441908"
VL,Priloage,"445400,439573"
VL,Râu Vadului,"443737,446636"
VL,Robești,"445141,439212"
VL,Ulmetu,"418581,389790"
VL,Bălteni,"417626,390815"
VL,Bondoci,"420784,384948"
VL,Copăceni,"419368,388436"
VL,Hotărasa,"422201,384167"
VL,Vețelu,"419607,386342"
VL,Costești,"426407,405664"
VL,Bistrița,"424575,410014"
VL,Pietreni,"426553,410116"
VL,Văratici,"426345,406746"
VL,Crețeni,"435322,355785"
VL,Izvoru,"434524,359129"
VL,Mrenești,"435370,356943"
VL,Streminoasa,"434904,354193"
VL,Dăești,"451833,411408"
VL,Băbuești,"454153,412670"
VL,Fedeleșoiu,"452167,405998"
VL,Sânbotin,"451177,408769"
VL,Dealu Lăunele,"457404,380148"
VL,Bădeni,"454803,378057"
VL,Ceretu,"457002,376432"
VL,Cireșul,"455548,373929"
VL,Dealu Scheiului,"457279,383862"
VL,Dobrești,"455755,380747"
VL,Drăgulești,"455994,382822"
VL,Glodu,"455832,377581"
VL,Gura Crucilor,"454828,379048"
VL,Lăunele de Jos,"455742,375780"
VL,Linia pe Vale,"453733,378677"
VL,Udrești,"457720,380867"
VL,Valea Scheiului,"458720,382083"
VL,Drăgoești,"444208,369012"
VL,Buciumeni,"443942,365314"
VL,Geamăna,"444306,367695"
VL,Milești,"420144,342808"
VL,Băbeni-Oltețu,"418886,346510"
VL,Budești,"420086,345210"
VL,Bungețani,"421210,341871"
VL,Colelia,"419928,348154"
VL,Diculești,"419786,344217"
VL,Făurești,"422113,341879"
VL,Găinești,"420865,342324"
VL,Mărcușu,"422014,341001"
VL,Fârtățești,"420146,364532"
VL,Afânata,"418976,356783"
VL,Becșani,"420998,366632"
VL,Cățetu,"417523,370614"
VL,Cuci,"418669,369381"
VL,Dăncăi,"418347,363651"
VL,Dejoi,"421296,369761"
VL,Dozești,"417809,366740"
VL,Giulești,"418977,359938"
VL,Giuleștii de Sus,"418137,355743"
VL,Gârnicet,"421921,368425"
VL,Măricești,"417923,356254"
VL,Nisipi,"421619,367631"
VL,Popești,"418383,361581"
VL,Rusănești,"419471,358552"
VL,Seciu,"419199,367877"
VL,Stănculești,"417774,365304"
VL,Șotani,"422245,368950"
VL,Tanislavi,"418262,364140"
VL,Valea Ursului,"419058,367059"
VL,Frâncești,"436031,389102"
VL,Băluțoaia,"435979,394385"
VL,Coșani,"436302,390077"
VL,Dezrobiți,"435958,392214"
VL,Genuneni,"429996,392752"
VL,Mănăilești,"431012,391995"
VL,Moșteni,"435301,393019"
VL,Surpatele,"435318,394266"
VL,Viișoara,"434001,388767"
VL,Galicea,"443168,380849"
VL,Bratia din Deal,"444812,385213"
VL,Bratia din Vale,"443550,384433"
VL,Cocoru,"444593,383145"
VL,Cremenari,"445948,387059"
VL,Dealu Mare,"446103,383665"
VL,Ostroveni,"442582,381266"
VL,Teiu,"443393,378453"
VL,Valea Râului,"446103,382320"
VL,Ghioroiu,"407875,355012"
VL,Căzănești,"412161,348968"
VL,Herăști,"410253,351859"
VL,Mierea,"404757,358380"
VL,Poienari,"405739,358405"
VL,Știrbești,"410975,350371"
VL,Glăvile,"431927,369317"
VL,Aninoasa,"433090,366334"
VL,Jaroștea,"429274,365588"
VL,Olteanca,"429609,368222"
VL,Voiculeasa,"429052,368076"
VL,Popești,"458732,399528"
VL,Aldești,"455240,396173"
VL,Blidari,"456575,397072"
VL,Coasta,"459164,404917"
VL,Drăgănești,"459929,406294"
VL,Gibești,"460078,398725"
VL,Giurgiuveni,"460090,402555"
VL,Opătești,"458558,401216"
VL,Poenița,"459217,405526"
VL,Tulei-Câmpeni,"459578,404070"
VL,Vătășești,"457567,402083"
VL,Grădiștea,"407057,375553"
VL,Diaconești,"405312,379986"
VL,Dobricea,"410121,378302"
VL,Linia,"405363,378906"
VL,Obislavu,"404459,379582"
VL,Străchinești,"408217,378988"
VL,Turburea,"410007,376421"
VL,Țuțuru,"403514,380735"
VL,Valea Grădiștei,"404571,376943"
VL,Gușoeni,"431092,357335"
VL,Burdălești,"429672,361189"
VL,Dealu Mare,"429667,356964"
VL,Gușoianca,"430111,362017"
VL,Măgureni,"432790,355914"
VL,Spârleni,"431705,356345"
VL,Ionești,"439418,374405"
VL,Bucșani,"438808,372403"
VL,Dealu Mare,"440138,369469"
VL,Delureni,"439766,371037"
VL,Fișcălia,"440275,368162"
VL,Fotești,"438812,371444"
VL,Guguianca,"437751,373987"
VL,Marcea,"439583,378646"
VL,Prodănești,"438687,377282"
VL,Laloșu,"422787,339155"
VL,Berbești,"425307,335205"
VL,Ghindari,"422272,340193"
VL,Mologești,"424436,336535"
VL,Oltețani,"426546,333367"
VL,Portărești,"424125,338485"
VL,Lădești,"424634,376450"
VL,Cermegești,"424821,372248"
VL,Chiricești,"425660,374305"
VL,Ciumagi,"422375,374576"
VL,Dealu Corni,"425260,378855"
VL,Găgeni,"422398,371983"
VL,Măldărești,"423476,377780"
VL,Olteanca,"428792,373805"
VL,Păsculești,"423445,373491"
VL,Popești,"423376,375523"
VL,Sărulești,"423016,379785"
VL,Berești,"423666,382230"
VL,Broșteni,"421317,382774"
VL,Mijați,"420008,381287"
VL,Scorușu,"422158,380581"
VL,Șerbănești,"420481,383162"
VL,Zărnești,"422199,378095"
VL,Livezi,"407257,372015"
VL,Părăușani,"409093,374531"
VL,Pârâienii de Jos,"407389,367843"
VL,Pârâienii de Mijloc,"407376,368847"
VL,Pârâienii de Sus,"406917,370075"
VL,Pleșoiu,"408558,372699"
VL,Tina,"407076,374070"
VL,Lungești,"436282,341851"
VL,Cărcădiești,"431627,350221"
VL,Dumbrava,"432697,349140"
VL,Fumureni,"433185,346689"
VL,Gănțulei,"438026,341354"
VL,Stănești-Lunca,"437124,341160"
VL,Malaia,"425052,428458"
VL,Ciungetu,"418071,432406"
VL,Săliștea,"432367,428563"
VL,Mateești,"409531,397282"
VL,Greci,"409330,399923"
VL,Turcești,"410646,393983"
VL,Oveselu,"422019,361779"
VL,Bocșa,"423495,362194"
VL,Botorani,"423953,361060"
VL,Ciocănari,"421669,359976"
VL,Măciuceni,"422341,362994"
VL,Măldărești,"423044,363929"
VL,Popești,"422230,360581"
VL,Ștefănești,"423284,365196"
VL,Zăvoieni,"422614,364500"
VL,Mădulari,"428560,352858"
VL,Bălșoara,"430508,352972"
VL,Bănțești,"426711,354239"
VL,Dimulești,"428071,352273"
VL,Iacovile,"428367,354629"
VL,Mamu,"430256,354162"
VL,Măldărești,"421353,402939"
VL,Măldăreștii de Jos,"422655,401259"
VL,Roșoveni,"420571,399878"
VL,Telechești,"422585,398979"
VL,Buleta,"441205,393575"
VL,Arsanca,"440233,390075"
VL,Bârsești,"441007,395368"
VL,Govora,"440029,396447"
VL,Gurișoara,"438634,397659"
VL,Măgura,"440965,389599"
VL,Mihăești,"440151,391272"
VL,Munteni,"442503,387831"
VL,Negreni,"440623,392222"
VL,Rugetu,"440353,388983"
VL,Scărișoara,"438628,395986"
VL,Stupărei,"443260,391065"
VL,Vulpuești,"439119,396418"
VL,Milcoiu,"458272,393688"
VL,Căzănești,"458448,394584"
VL,Ciutești,"460469,394302"
VL,Izbăsești,"456475,393410"
VL,Șuricaru,"455411,393345"
VL,Tepșenari,"459399,391770"
VL,Muereasca,"446570,409870"
VL,Andreiești,"443420,413399"
VL,Frâncești-Coasta,"445009,412516"
VL,Găvănești,"444173,412540"
VL,Hotarele,"448124,409632"
VL,Muereasca de Sus,"444602,411642"
VL,Pripoara,"444082,411047"
VL,Șuta,"442407,413362"
VL,Rotărăști,"455960,388570"
VL,Bănești,"450323,388588"
VL,Corbii din Vale,"457705,388155"
VL,Dosu Râului,"448139,385142"
VL,Ginerica,"460330,389269"
VL,Gâltofani,"451288,389244"
VL,Linia Hanului,"454577,387616"
VL,Măzăraru,"453154,389532"
VL,Mângureni,"456992,391266"
VL,Pleșoiu,"448794,384602"
VL,Popești,"459786,387351"
VL,Predești,"449815,385671"
VL,Schitu,"459187,387211"
VL,Șerbăneasa,"453313,387119"
VL,Tufanii,"458234,386775"
VL,Valea Bălcească,"454955,387960"
VL,Valea Viei,"449830,386329"
VL,Olanu,"444176,374451"
VL,Casa Veche,"446015,374404"
VL,Cioboți,"443934,372482"
VL,Drăgioiu,"444063,377022"
VL,Nicolești,"442051,376581"
VL,Stoicănești,"443987,375936"
VL,Orlești,"439276,365903"
VL,Aurești,"442082,364094"
VL,Procopoaia,"439431,364625"
VL,Scaioși,"441281,366529"
VL,Silea,"439676,363123"
VL,Oteșani,"423497,398115"
VL,Bogdănești,"425305,393098"
VL,Cârstănești,"424912,393859"
VL,Cucești,"426247,391912"
VL,Sub Deal,"421915,396390"
VL,Păușești,"432341,396923"
VL,Barcanele,"431879,398835"
VL,Buzdugan,"431894,395852"
VL,Cernelele,"433568,396610"
VL,Păusești-Otăsău,"431530,397167"
VL,Șerbănești,"433032,395835"
VL,Șolicești,"430798,399507"
VL,Văleni,"430458,398512"
VL,Păușești-Măglași,"440928,406098"
VL,Coasta,"440197,404196"
VL,Pietrari,"440579,403413"
VL,Ulmețel,"439920,404838"
VL,Valea Cheii,"440966,406485"
VL,Vlăduceni,"441057,404372"
VL,Perișani,"453727,430815"
VL,Băiașu,"452607,430373"
VL,Bratovești,"450270,434889"
VL,Cucoiu,"451987,434074"
VL,Mlăceni,"455867,431807"
VL,Podeni,"454690,433098"
VL,Poiana,"455857,427115"
VL,Pripoare,"453835,429186"
VL,Spinu,"453329,432463"
VL,Surdoiu,"454063,428115"
VL,Titești,"452519,435698"
VL,Pesceana,"431908,376178"
VL,Cermegești,"431967,374568"
VL,Lupoaia,"430387,375637"
VL,Negraia,"430151,379035"
VL,Roești,"431708,377550"
VL,Ursoaia,"430552,373685"
VL,Pietrari,"430096,402020"
VL,Pietrarii de Sus,"428673,402281"
VL,Popești,"427380,390051"
VL,Curtea,"431728,385255"
VL,Dăești,"430010,386005"
VL,Firijba,"431518,388094"
VL,Meieni,"429069,387221"
VL,Urși,"428171,388627"
VL,Valea Caselor,"430890,383366"
VL,Prundeni,"440687,359865"
VL,Bărbuceni,"440202,360982"
VL,Călina,"440914,356049"
VL,Zăvideni,"440161,361782"
VL,Racovița,"446110,434227"
VL,Balota,"444895,437186"
VL,Blănoiu,"447634,435764"
VL,Bradu-Clocotici,"447532,434275"
VL,Copăceni,"446337,432875"
VL,Gruiu Lupului,"448443,436705"
VL,Tuțulești,"445377,433187"
VL,Roești,"426654,379241"
VL,Băiașa,"426887,382301"
VL,Băjenari,"427556,380413"
VL,Bărbărigeni,"426417,377318"
VL,Ciocâltei,"427077,382924"
VL,Cueni,"427498,377430"
VL,Frăsina,"426734,380496"
VL,Piscu Scoarței,"427695,378801"
VL,Râpa Cărămizii,"428475,381662"
VL,Saioci,"427087,383687"
VL,Roșiile,"414997,375714"
VL,Balaciu,"416078,380799"
VL,Cherăști,"417015,373537"
VL,Hotăroaia,"414840,373766"
VL,Lupuiești,"414168,376103"
VL,Păsărei,"416448,375223"
VL,Pertești,"412139,375249"
VL,Plesești,"415671,376541"
VL,Rățălești,"414697,377211"
VL,Românești,"415523,378982"
VL,Zgubea,"413807,380722"
VL,Runcu,"456257,408516"
VL,Căligi,"457933,413219"
VL,Gropeni,"455172,408848"
VL,Snamăna,"457180,410762"
VL,Surpați,"459415,411585"
VL,Valea Babei,"460573,409148"
VL,Vărateci,"456336,406429"
VL,Sălătrucel,"452034,416642"
VL,Pătești,"452279,420082"
VL,Seaca,"453695,418588"
VL,Șerbănești,"450292,419544"
VL,Scundu,"435912,371343"
VL,Avrămești,"434193,373212"
VL,Blejani,"437034,369859"
VL,Crângu,"433543,375235"
VL,Sinești,"408587,382534"
VL,Ciucheți,"407176,384341"
VL,Dealu Bisericii,"409751,380684"
VL,Mijlocu,"409302,381221"
VL,Popești,"407484,383514"
VL,Urzica,"408141,379832"
VL,Slătioara,"414087,403165"
VL,Coasta Cerbului,"414359,404560"
VL,Gorunești,"412839,400458"
VL,Milostea,"408437,403432"
VL,Mogești,"413061,402743"
VL,Rugetu,"411356,405224"
VL,Stănești,"424231,369075"
VL,Bărcănești,"423508,367757"
VL,Cioponești,"423259,367126"
VL,Cuculești,"424416,369796"
VL,Gârnicetu,"424503,371176"
VL,Linia Dealului,"425019,365921"
VL,Suiești,"425535,372138"
VL,Valea Lungă,"425029,368269"
VL,Vârleni,"423030,366319"
VL,Stoenești,"434119,402857"
VL,Bârlogu,"433132,401022"
VL,Budurăști,"432998,404720"
VL,Deleni,"434727,406881"
VL,Dobriceni,"432648,407220"
VL,Gruiu,"435049,405611"
VL,Gruieri,"433892,407127"
VL,Mogoșești,"433493,403464"
VL,Neghinești,"435838,406632"
VL,Piscu Mare,"435216,407176"
VL,Popești,"434992,406330"
VL,Suseni,"432272,407993"
VL,Zmeurătu,"436425,405446"
VL,Stoilești,"450203,377659"
VL,Balomireasa,"450850,379166"
VL,Bârsoiu,"448071,375965"
VL,Bulagei,"450699,380158"
VL,Delureni,"450976,376911"
VL,Geamăna,"451088,380767"
VL,Ghiobești,"448175,379400"
