judet,nume,xy
BC,Cleja,"646526,547633"
BC,Somușca,"646986,546385"
BC,Valea Mică,"649556,545309"
BC,Colonești,"676361,566824"
BC,Călini,"674258,568474"
BC,Poiana,"669391,573933"
BC,Satu Nou,"671392,572166"
BC,Spria,"673068,569609"
BC,Valea Mare,"673046,571462"
BC,Zăpodia,"677338,565322"
BC,Corbasca,"666571,534292"
BC,Băcioiu,"666126,537185"
BC,Marvila,"661592,535680"
BC,Pogleț,"664396,538860"
BC,Rogoaza,"665352,530743"
BC,Scărișoara,"664013,533652"
BC,Vâlcele,"664032,536336"
BC,Coțofănești,"653530,517957"
BC,Bâlca,"652603,517062"
BC,Boiștea de Jos,"653557,521719"
BC,Borșani,"652808,518606"
BC,Tămășoaia,"654606,516512"
BC,Dămienești,"652529,583811"
BC,Călugăreni,"654524,584753"
BC,Drăgești,"649813,583916"
BC,Pădureni,"656322,585630"
BC,Dărmănești,"613111,542069"
BC,Dărmăneasca,"614379,544098"
BC,Lăpoș,"612452,544780"
BC,Păgubeni,"616926,541929"
BC,Plopu,"615547,544719"
BC,Sălătruc,"609104,539179"
BC,Dealu Morii,"676953,536188"
BC,Banca,"676333,541172"
BC,Bălănești,"678895,539772"
BC,Blaga,"675913,531818"
BC,Boboș,"678761,535250"
BC,Bodeasa,"674371,536275"
BC,Bostănești,"678331,537932"
BC,Calapodești,"677483,540855"
BC,Căuia,"675855,533845"
BC,Dorofei,"677886,538737"
BC,Ghionoaia,"674835,541667"
BC,Grădești,"675543,535598"
BC,Negulești,"676691,528157"
BC,Tăvădărești,"676535,538865"
BC,Dofteana,"617627,536886"
BC,Bogata,"620088,534538"
BC,Cucuieți,"619715,537545"
BC,Hăghiac,"616928,535790"
BC,Larga,"617985,540101"
BC,Seaca,"616085,537898"
BC,Ștefan Vodă,"616588,536314"
BC,Faraoani,"645860,549947"
BC,Filipeni,"667827,562418"
BC,Bălaia,"667752,566201"
BC,Brad,"666433,565189"
BC,Fruntești,"669753,557549"
BC,Mărăști,"666183,566995"
BC,Pădureni,"671497,555642"
BC,Slobozia,"668045,558867"
BC,Valea Boțului,"666894,560090"
BC,Filipești,"644126,584458"
BC,Boanța,"646593,588114"
BC,Cârligi,"641324,586763"
BC,Cornești,"647192,587072"
BC,Cotu Grosului,"647603,584095"
BC,Galbeni,"640796,584139"
BC,Hârlești,"644762,592485"
BC,Onișcani,"644318,589716"
BC,Găiceana,"671862,539095"
BC,Arini,"668903,540983"
BC,Huțu,"670596,544065"
BC,Popești,"672429,541271"
BC,Făget,"580719,565983"
BC,Bolovăniș,"580612,569030"
BC,Făgetu de Sus,"577455,567572"
BC,Ghimeș,"583460,563719"
BC,Răchitiș,"578589,573964"
BC,Tărhăuși,"583363,566253"
BC,Gârlenii de Sus,"636529,574178"
BC,Gârleni,"638357,574699"
BC,Lespezi,"635335,575407"
BC,Șurina,"637071,576402"
BC,Glăvănești,"684826,530025"
BC,Frumușelu,"681226,533572"
BC,Muncelu,"680804,532278"
BC,Putredeni,"688715,530367"
BC,Răzeșu,"684576,533881"
BC,Helegiu,"634088,540771"
BC,Brătila,"636612,537474"
BC,Deleni,"636681,540824"
BC,Drăgugești,"636495,542416"
BC,Horgești,"658932,550923"
BC,Bazga,"655648,544194"
BC,Galeri,"657385,546412"
BC,Mărăscu,"662097,549379"
BC,Răcătău-Răzeși,"656876,543933"
BC,Răcătău de Jos,"657097,542795"
BC,Recea,"657978,545537"
BC,Sohodor,"658588,547372"
BC,Văleni,"659535,553889"
BC,Huruiești,"672991,530370"
BC,Căpotești,"674611,530684"
BC,Florești,"671485,531123"
BC,Fundoaia,"669626,536833"
BC,Ocheni,"672011,534000"
BC,Perchiu,"673502,526970"
BC,Prădaiș,"673566,523813"
BC,Izvoru Berheciului,"670113,567566"
BC,Antohești,"672124,563670"
BC,Băimac,"669631,571831"
BC,Făghieni,"673124,562172"
BC,Obârșia,"667385,570705"
BC,Oțelești,"671478,562633"
BC,Pădureni,"671543,567038"
BC,Lipova,"671568,581931"
BC,Mâlosu,"666225,584301"
BC,Satu Nou,"675650,579506"
BC,Valea Caselor,"668922,582417"
BC,Valea Hogei,"673897,580787"
BC,Valea Mărului,"668523,584548"
BC,Valea Moșneagului,"669594,583596"
BC,Livezi,"633463,546622"
BC,Bălăneasa,"633274,544727"
BC,Orășa,"634006,548397"
BC,Poiana,"631688,543603"
BC,Prajoaia,"632174,546533"
BC,Scăriga,"630858,545015"
BC,Luizi-Călugăra,"641178,560947"
BC,Osebiți,"641066,561469"
BC,Măgirești,"618619,557922"
BC,Prăjești,"617093,557340"
BC,Stănești,"617650,559661"
BC,Șesuri,"620587,557549"
BC,Valea Arinilor,"615824,556437"
BC,Mănăstirea Cașin,"630763,518348"
BC,Lupești,"633898,520189"
BC,Pârvulești,"632221,518291"
BC,Scutaru,"626808,512679"
BC,Motoșeni,"684014,539580"
BC,Bâclești,"688176,542360"
BC,Chetreni,"687231,536315"
BC,Chicerea,"685841,536984"
BC,Cociu,"687471,534799"
BC,Cornățelu,"681617,538973"
BC,Fântânele,"688109,540451"
BC,Fundătura,"689750,540385"
BC,Gura Crăiești,"681886,540572"
BC,Poiana,"686698,533381"
BC,Praja,"686416,540263"
BC,Rotăria,"688989,542591"
BC,Șendrești,"686991,545591"
BC,Țepoaia,"681913,537387"
BC,Negri,"651376,580495"
BC,Brad,"649204,582377"
BC,Călinești,"650298,581169"
BC,Mâgla,"649833,579361"
BC,Poiana,"654277,579558"
BC,Ursoaia,"649694,578408"
BC,Nicolae Bălcescu,"647285,554918"
BC,Bălțata,"643517,556051"
BC,Buchila,"644270,552311"
BC,Galbeni,"649507,552577"
BC,Lărguța,"639558,554887"
BC,Sărata,"643392,557532"
BC,Valea Seacă,"644410,553359"
BC,Oituz,"624888,524235"
BC,Călcâi,"623403,524128"
BC,Ferestrău-Oituz,"621626,523708"
BC,Hârja,"613836,519799"
BC,Marginea,"626300,525331"
BC,Poiana Sărată,"612504,516889"
BC,Oncești,"673552,555516"
BC,Bărboasa,"672031,553967"
BC,Dealu Perjului,"673820,553873"
BC,Onceștii Vechi,"673242,551938"
BC,Satu Nou,"672966,558103"
BC,Tarnița,"672831,560400"
BC,Taula,"675252,553277"
BC,Orbeni,"655799,532803"
BC,Scurta,"655345,531011"
BC,Palanca,"586702,559870"
BC,Cădărești,"583569,553093"
BC,Ciugheș,"585896,558639"
BC,Pajiștea,"584939,551983"
BC,Popoiu,"585691,560829"
BC,Parava,"652989,536312"
BC,Drăgușani,"653011,535055"
BC,Rădoaia,"648475,536188"
BC,Teiuș,"651692,537721"
BC,Parincea,"661817,556084"
BC,Barna,"666449,557372"
BC,Mileștii de Jos,"659432,555139"
BC,Mileștii de Sus,"659105,557039"
BC,Nănești,"662357,552708"
BC,Năstăseni,"668150,555409"
BC,Poieni,"666950,555968"
BC,Satu Nou,"666243,558276"
BC,Vladnic,"664248,551713"
BC,Pâncești,"660746,539447"
BC,Chilia Benei,"663989,540226"
BC,Dieneț,"660534,538127"
BC,Fulgeriș,"663297,539304"
BC,Fundu Văii,"664221,549058"
BC,Motoc,"661493,542565"
BC,Petrești,"662592,545186"
BC,Soci,"664039,547542"
BC,Pârgărești,"627456,529472"
BC,Bahna,"627295,526456"
BC,Nicorești,"627163,527438"
BC,Pârâu Boghii,"626757,530397"
BC,Satu Nou,"627481,528493"
BC,Pârjol,"623323,566975"
BC,Băhnășeni,"621235,564836"
BC,Bărnești,"620459,567035"
BC,Băsăști,"622636,570672"
BC,Câmpeni,"624661,568027"
BC,Hâineala,"623200,569565"
BC,Pustiana,"624950,566842"
BC,Tărâța,"624366,564273"
BC,Plopana,"669713,578223"
BC,Budești,"672158,575584"
BC,Dorneni,"671667,575821"
BC,Fundu Tutovei,"667324,579674"
BC,Ițcani,"672730,577801"
BC,Rusenii Răzeși,"674456,574893"
BC,Rusenii de Sus,"673301,575159"
BC,Străminoasa,"675707,574359"
BC,Țâgâra,"668138,576005"
BC,Podu Turcului,"684208,525500"
BC,Bălănești,"682278,524679"
BC,Căbești,"688277,526431"
BC,Fichitești,"691280,524971"
BC,Giurgioana,"682009,521855"
BC,Hanța,"682941,523330"
BC,Lehancea,"680993,524569"
BC,Plopu,"687989,524621"
BC,Răcușana,"682363,522414"
BC,Sârbi,"680304,528266"
BC,Poduri,"617977,552975"
BC,Bucșești,"621467,554978"
BC,Cernu,"621687,553446"
BC,Cornet,"622470,556174"
BC,Negreni,"619795,556100"
BC,Prohozești,"619123,554680"
BC,Valea Șoșii,"619029,552483"
BC,Racova,"633434,579493"
BC,Gura Văii,"637329,577706"
BC,Hălmăcioaia,"636209,579462"
BC,Ilieși,"637756,579708"
BC,Răcăciuni,"655036,538200"
BC,Ciucani,"648329,542254"
BC,Fundu Răcăciuni,"645407,541586"
BC,Gheorghe Doja,"650939,543907"
BC,Gâșteni,"651389,539630"
BC,Răstoaca,"657115,539124"
BC,Răchitoasa,"682425,551684"
BC,Barcana,"681318,556964"
BC,Bucșa,"685958,543114"
BC,Buda,"681053,559850"
BC,Burdusaci,"684877,543820"
BC,Dănăila,"678831,562352"
BC,Dumbrava,"680788,549152"
BC,Farcașa,"680225,558355"
BC,Fundătura Răchitoasa,"680628,553846"
BC,Hăghiac,"683466,544312"
BC,Magazia,"679827,561119"
BC,Movilița,"682011,546978"
BC,Oprișești,"683377,545293"
BC,Putini,"679770,563331"
BC,Tochilea,"684742,546905"
BC,Roșiori,"659443,582430"
BC,Misihănești,"663396,583238"
BC,Negușeni,"658206,581230"
BC,Poieni,"658641,585741"
BC,Valea Mare,"661933,582828"
BC,Valea Mică,"663370,581598"
BC,Sascut,"662813,525218"
BC,Berești,"665482,524823"
BC,Conțești,"660962,520588"
BC,Păncești,"659535,525543"
BC,Sascut-Sat,"659646,522887"
BC,Schineni,"662251,523655"
BC,Valea Nacului,"659203,522189"
BC,Sănduleni,"633559,550411"
BC,Bârzulești,"636169,556387"
BC,Coman,"635756,554157"
BC,Mateiești,"632226,548568"
BC,Stufu,"635879,550430"
BC,Tisa,"632242,549721"
BC,Verșești,"630725,551304"
BC,Săucești,"648665,570560"
BC,Bogdan Vodă,"647159,570677"
BC,Costei,"647854,578817"
BC,Schineni,"649161,573175"
BC,Siretu,"647781,576443"
BC,Șerbești,"647182,579791"
BC,Scorțeni,"627523,562723"
BC,Bogdănești,"630134,568748"
BC,Florești,"627839,559605"
BC,Grigoreni,"628835,567667"
BC,Stejaru,"630420,566807"
BC,Șerpeni,"630177,569679"
BC,Secuieni,"660612,573608"
BC,Bălușa,"661836,574944"
BC,Berbinceni,"657965,577571"
BC,Chiticeni,"660214,576100"
BC,Ciuturești,"662397,579041"
BC,Fundeni,"658791,574964"
BC,Glodișoarele,"664805,571245"
BC,Odobești,"664449,577367"
BC,Tisa-Silvestri,"663817,574835"
BC,Valea Fânațului,"661929,570449"
BC,Văleni,"658881,579144"
BC,Solonț,"617671,562392"
BC,Cucuieți,"617129,566675"
BC,Sărata,"618991,564166"
BC,Stănișești,"677182,550471"
BC,Balotești,"677882,547293"
BC,Belciuneasa,"678175,544317"
BC,Benești,"679874,542868"
BC,Crăiești,"679960,545660"
BC,Gorghești,"675813,551758"
BC,Slobozia,"677436,555366"
BC,Slobozia Nouă,"676201,562519"
BC,Văleni,"675403,550688"
BC,Strugari,"631701,561081"
BC,Cetățuia,"630801,562932"
BC,Iaz,"634266,557703"
BC,Nadișa,"630793,559259"
BC,Petricica,"636685,557799"
BC,Răchitișu,"634611,561468"
BC,Tamași,"653263,556508"
BC,Chetriș,"652944,553703"
BC,Furnicari,"653302,558402"
BC,Gioseni,"653097,549624"
BC,Tătărăști,"670111,526571"
BC,Cornii de Jos,"669242,525006"
BC,Cornii de Sus,"668356,526543"
BC,Drăgești,"669230,530069"
BC,Gherdana,"668365,531783"
BC,Giurgeni,"669508,528788"
BC,Ungureni,"670865,525163"
BC,Târgu Trotuș,"629076,530696"
BC,Tuta,"630351,529883"
BC,Viișoara,"628041,532816"
BC,Traian,"655960,571780"
BC,Bogdănești,"654248,575945"
BC,Hertioana de Jos,"656114,573823"
BC,Hertioana-Răzeși,"653810,574148"
BC,Prăjești,"651237,574644"
BC,Zăpodia,"658743,573863"
BC,Ungureni,"661999,560260"
BC,Bărtășești,"663034,567835"
BC,Bibirești,"659386,559705"
BC,Bota,"664252,560147"
BC,Botești,"659923,565150"
BC,Gârla Anei,"660588,563589"
BC,Viforeni,"660705,566718"
BC,Zlătari,"662473,558497"
BC,Urechești,"661129,516938"
BC,Cornățel,"657992,516577"
BC,Lunca Dochiei,"660140,515111"
BC,Satu Nou,"656932,516195"
BC,Slobozia,"663794,514632"
BC,Valea Seacă,"657745,529013"
BC,Cucova,"657621,530279"
BC,Lichitișeni,"675969,544463"
BC,Bosia,"675315,545476"
BC,Dădești,"674057,544847"
BC,Dorneni,"667269,549566"
BC,Ghilăvești,"667160,551108"
BC,Godineștii de Jos,"671445,549202"
BC,Godineștii de Sus,"670387,549936"
BC,Medeleni,"670157,551605"
BC,Năzărioaia,"674089,543619"
BC,Reprivăț,"673303,548212"
BC,Tomozia,"673580,550088"
BC,Țigănești,"673749,546616"
BC,Valea Lupului,"671721,547336"
BC,Valea Merilor,"669066,552209"
BC,Valea Salciei,"668501,553078"
BC,Vultureni,"674871,547267"
BC,Zemeș,"612413,562158"
BC,Bolătău,"607294,571346"
BC,Hemieni,"624678,563290"
BH,Oradea,"267289,621604"
BH,Sânmartin,"269966,616352"
BH,Betfia,"273085,612722"
BH,Cihei,"268312,615459"
BH,Cordău,"269988,611676"
BH,Haieu,"271740,614895"
BH,Rontău,"271783,615752"
BH,Sântandrei,"261212,623578"
BH,Palota,"258758,622755"
BH,Aleșd,"302239,621065"
BH,Pădurea Neagră,"303914,632755"
BH,Peștiș,"303501,622420"
BH,Tinăud,"305054,620182"
BH,Aștileu,"301916,617601"
BH,Călățea,"302934,612983"
BH,Chistag,"299178,619680"
BH,Peștere,"300790,617315"
BH,Beiuș,"297339,577626"
BH,Delani,"296628,580486"
BH,Ștei,"305060,562877"
BH,Marghita,"299320,653172"
BH,Cheț,"299224,661157"
BH,Ghenetea,"303550,657625"
BH,Nucet,"312690,557043"
BH,Băița,"314632,556337"
BH,Băița-Plai,"317469,556741"
BH,Salonta,"245445,594591"
BH,Vașcău,"306171,555724"
BH,Câmp,"303884,555373"
BH,Câmp-Moți,"301541,554694"
BH,Colești,"302222,556447"
BH,Vărzarii de Jos,"308152,557445"
BH,Vărzarii de Sus,"309333,555689"
BH,Abram,"302091,649808"
BH,Cohani,"303747,650091"
BH,Dijir,"308382,653023"
BH,Iteu,"305002,653487"
BH,Iteu Nou,"302927,652174"
BH,Margine,"305213,647081"
BH,Satu Barbă,"306909,647601"
BH,Suiug,"305911,649893"
BH,Abrămuț,"292486,650655"
BH,Crestur,"291457,653636"
BH,Făncica,"290979,650834"
BH,Petreu,"295690,652149"
BH,Aușeu,"309763,618251"
BH,Cacuciu Vechi,"309394,616766"
BH,Codrișoru,"311968,625600"
BH,Gheghie,"311295,616126"
BH,Groși,"308521,619224"
BH,Luncșoara,"313237,618117"
BH,Avram Iancu,"234340,580314"
BH,Ant,"229771,580081"
BH,Tămașda,"236494,577357"
BH,Balc,"313926,647305"
BH,Almașu Mare,"313546,650538"
BH,Almașu Mic,"311805,649381"
BH,Ghida,"307362,648838"
BH,Săldăbagiu de Barcău,"308210,647683"
BH,Batăr,"255758,583555"
BH,Arpășel,"249385,587281"
BH,Talpoș,"255563,581755"
BH,Tăut,"258373,584831"
BH,Biharia,"266624,632739"
BH,Cauaceu,"268367,634151"
BH,Niuved,"264962,641756"
BH,Parhida,"263171,641890"
BH,Satu Nou,"266773,637315"
BH,Tămășeu,"267352,640256"
BH,Boianu Mare,"312949,656625"
BH,Corboaia,"313523,654197"
BH,Huta,"316588,654847"
BH,Păgaia,"311462,659418"
BH,Rugea,"311083,653610"
BH,Borod,"318665,612953"
BH,Borozel,"314653,614662"
BH,Cetea,"315907,615830"
BH,Cornițel,"320760,612062"
BH,Șerani,"323792,617995"
BH,Valea Mare de Criș,"315517,613196"
BH,Borș,"258431,628980"
BH,Santăul Mare,"260465,634549"
BH,Santăul Mic,"259856,631797"
BH,Sântion,"259907,626660"
BH,Bratca,"317565,605822"
BH,Damiș,"313490,599298"
BH,Beznea,"318860,609384"
BH,Lorău,"319618,604570"
BH,Ponoară,"321524,601067"
BH,Valea Crișului,"320671,608363"
BH,Brusturi,"290767,632448"
BH,Cuieșd,"294736,627043"
BH,Loranta,"297189,630273"
BH,Orvișele,"289912,629483"
BH,Păulești,"289280,634301"
BH,Picleu,"292265,630830"
BH,Țigăneștii de Criș,"293813,628843"
BH,Varasău,"292906,632794"
BH,Budureasa,"308411,578510"
BH,Burda,"307247,580326"
BH,Saca,"306389,576617"
BH,Săliște de Beiuș,"304585,575500"
BH,Teleac,"303402,576699"
BH,Buduslău,"293397,659299"
BH,Albiș,"292059,658156"
BH,Bulz,"322957,604202"
BH,Munteni,"324330,600131"
BH,Remeți,"321280,596679"
BH,Buntești,"306140,571199"
BH,Brădet,"310904,567736"
BH,Dumbrăvani,"308560,568179"
BH,Ferice,"310606,573717"
BH,Lelești,"305288,572041"
BH,Poienii de Jos,"308581,570633"
BH,Poienii de Sus,"309864,570550"
BH,Săud,"308238,571907"
BH,Stâncești,"309958,568325"
BH,Căbești,"299452,588995"
BH,Goila,"296875,589308"
BH,Gurbești,"298333,586754"
BH,Josani,"298029,587232"
BH,Sohodol,"303704,589987"
BH,Căpâlna,"278788,585871"
BH,Ginta,"277583,587823"
BH,Rohani,"278130,587352"
BH,Săldăbagiu Mic,"282563,586003"
BH,Suplacu de Tinca,"279325,582526"
BH,Cărpinet,"307521,553715"
BH,Izbuc,"305487,552029"
BH,Leheceni,"309223,552613"
BH,Călugări,"306230,550165"
BH,Cefa,"249770,606837"
BH,Ateaș,"242448,607527"
BH,Berechiu,"251336,610676"
BH,Bicaci,"255333,605216"
BH,Gepiu,"255633,608359"
BH,Inand,"252453,604504"
BH,Roit,"249724,614332"
BH,Sânnicolau Român,"250029,612003"
BH,Ceica,"284162,599261"
BH,Bucium,"283089,601654"
BH,Ceișoara,"286739,598985"
BH,Corbești,"289451,602313"
BH,Cotiglet,"286782,602645"
BH,Dușești,"284850,596855"
BH,Incești,"281104,597589"
BH,Cetariu,"272504,631418"
BH,Paleu,"269297,628401"
BH,Săldăbagiu de Munte,"270419,625509"
BH,Șișterea,"278192,633111"
BH,Șușturogi,"280991,630848"
BH,Tăutelec,"274992,632619"
BH,Uileacu de Munte,"272216,628573"
BH,Cherechiu,"282926,657525"
BH,Cheșereu,"282317,662684"
BH,Târgușor,"286191,658167"
BH,Chișlaz,"290627,646080"
BH,Chiraleu,"295748,648585"
BH,Hăucești,"288244,640253"
BH,Mișca,"292612,643970"
BH,Poclușa de Barcău,"287975,643553"
BH,Sărsig,"287077,641584"
BH,Sânlazăr,"292253,647096"
BH,Ciuhoi,"282409,641723"
BH,Cenaloș,"284871,642169"
BH,Sâniob,"282853,644310"
BH,Sfârnaș,"279546,641419"
BH,Ciumeghiu,"239013,586901"
BH,Boiu,"240811,581794"
BH,Ghiorac,"246473,584595"
BH,Câmpani,"309878,560109"
BH,Fânațe,"311220,559027"
BH,Hârsești,"308625,562627"
BH,Sighiștel,"311597,560711"
BH,Valea de Sus,"310391,563713"
BH,Cociuba Mare,"270833,586539"
BH,Cărăsău,"274790,582749"
BH,Cheșa,"272901,587733"
BH,Petid,"276618,583966"
BH,Copăcel,"284655,612984"
BH,Bucuroaia,"285677,607047"
BH,Chijic,"283763,614469"
BH,Poiana Tășad,"284729,609876"
BH,Sărand,"281085,614938"
BH,Surduc,"287129,612253"
BH,Criștioru de Jos,"310704,549424"
BH,Bâlc,"315081,547603"
BH,Criștioru de Sus,"313678,548742"
BH,Poiana,"314113,552655"
BH,Săliște de Vașcău,"311060,551145"
BH,Curățele,"302881,581419"
BH,Beiușele,"305186,582962"
BH,Cresuia,"307449,581864"
BH,Nimăiești,"300499,579184"
BH,Pocioveliște,"304297,581121"
BH,Curtuișeni,"289457,675617"
BH,Vășad,"293411,672391"
BH,Derna,"296074,637391"
BH,Dernișoara,"291987,639292"
BH,Sacalasău,"294410,636552"
BH,Sacalasău Nou,"297535,635051"
BH,Tria,"293003,640675"
BH,Diosig,"272843,649572"
BH,Ianca,"272476,647101"
BH,Mihai Bravu,"268306,644296"
BH,Roșiori,"269359,644141"
BH,Vaida,"272571,643575"
BH,Dobrești,"292576,597479"
BH,Cornișești,"289114,595778"
BH,Crâncești,"290428,594538"
BH,Hidișel,"290904,596360"
BH,Luncasprie,"295035,597484"
BH,Răcaș,"296593,600567"
BH,Topa de Jos,"289075,597760"
BH,Topa de Sus,"290459,599772"
BH,Drăgănești,"300513,573212"
BH,Belejeni,"303304,572645"
BH,Grădinari,"299054,574419"
BH,Livada Beiușului,"301082,575506"
BH,Mizieș,"301094,576984"
BH,Păntășești,"301261,571868"
BH,Șebiș,"303385,571986"
BH,Talpe,"302607,575480"
BH,Țigăneștii de Beiuș,"302125,573163"
BH,Drăgești,"281292,603795"
BH,Dicănești,"279086,603543"
BH,Stracoș,"282557,605161"
BH,Tășad,"281160,608198"
BH,Topești,"281082,601410"
BH,Finiș,"294560,575408"
BH,Brusturi,"288460,566776"
BH,Fiziș,"292133,576389"
BH,Ioaniș,"291611,578148"
BH,Șuncuiș,"290876,578561"
BH,Girișu de Criș,"253948,623542"
BH,Cheresig,"248152,620662"
BH,Tărian,"255319,624606"
BH,Toboliu,"250899,621061"
BH,Hidișelu de Sus,"275027,608061"
BH,Hidișelu de Jos,"273590,609440"
BH,Mierlău,"272736,606026"
BH,Sântelec,"276642,610644"
BH,Șumugiu,"269380,603349"
BH,Holod,"280703,591246"
BH,Dumbrava,"276320,591453"
BH,Dumbrăvița,"282788,592168"
BH,Forosig,"279227,594981"
BH,Hodiș,"279168,593284"
BH,Lupoaia,"280766,593261"
BH,Valea Mare de Codru,"277237,593929"
BH,Vintere,"282108,589373"
BH,Husasău de Tinca,"264487,596031"
BH,Fonău,"269155,595256"
BH,Miersig,"259497,603308"
BH,Oșand,"268425,597984"
BH,Sititelec,"263928,602061"
BH,Ineu,"281110,624765"
BH,Botean,"283229,626337"
BH,Husasău de Criș,"277134,624788"
BH,Lazuri de Beiuș,"301115,569188"
BH,Băleni,"300824,570985"
BH,Cusuiuș,"302102,567865"
BH,Hinchiriș,"298248,569033"
BH,Lăzăreni,"275645,601255"
BH,Bicăcel,"278745,598959"
BH,Calea Mare,"276704,605292"
BH,Cărăndeni,"277863,599298"
BH,Cărănzel,"274283,596535"
BH,Gepiș,"272810,598293"
BH,Gruilung,"279035,601749"
BH,Miheleu,"276114,596027"
BH,Lugașu de Jos,"298582,621534"
BH,Lugașu de Sus,"299259,623301"
BH,Urvind,"293736,622189"
BH,Lunca,"304410,561541"
BH,Briheni,"300812,558796"
BH,Hotărel,"303706,562387"
BH,Seghiște,"307512,562916"
BH,Sârbești,"307121,558797"
BH,Șuștiu,"304920,558731"
BH,Mădăraș,"246754,597531"
BH,Homorog,"251784,597410"
BH,Ianoșda,"256559,598036"
BH,Marțihaz,"244713,602503"
BH,Măgești,"306201,615384"
BH,Butani,"305177,616118"
BH,Cacuciu Nou,"308116,617116"
BH,Dobricionești,"308214,613636"
BH,Gălășeni,"304232,612698"
BH,Josani,"307157,614240"
BH,Ortiteag,"305635,617861"
BH,Nojorid,"263231,615686"
BH,Apateu,"266007,612601"
BH,Chișirid,"263261,612349"
BH,Leș,"259583,612053"
BH,Livada de Bihor,"257378,617197"
BH,Păușa,"261848,609956"
BH,Șauaieu,"265907,608779"
BH,Olcea,"269337,580344"
BH,Călacea,"265406,579766"
BH,Hodișel,"275269,575974"
BH,Ucuriș,"267126,575282"
BH,Oșorhei,"274282,619975"
BH,Alparea,"275683,618726"
BH,Cheriu,"273621,616800"
BH,Felcheriu,"277892,614821"
BH,Fughiu,"275649,621659"
BH,Pietroasa,"312848,568707"
BH,Chișcău,"312455,565123"
BH,Cociuba Mică,"311139,569437"
BH,Giulești,"315260,563727"
BH,Gurani,"311970,569056"
BH,Măgura,"312535,564561"
BH,Moțești,"309077,565462"
BH,Pocola,"293141,580796"
BH,Feneriș,"292709,582681"
BH,Petrani,"291230,580239"
BH,Poietari,"293981,582154"
BH,Sânmartin de Beiuș,"295186,580164"
BH,Pomezeu,"293081,591818"
BH,Câmpani de Pomezeu,"295425,592004"
BH,Coșdeni,"291904,589106"
BH,Hidiș,"290883,590094"
BH,Lacu Sărat,"298174,592662"
BH,Sitani,"294168,593883"
BH,Spinuș de Pomezeu,"291949,591077"
BH,Vălani de Pomezeu,"295805,590868"
BH,Popești,"304588,640850"
BH,Bistra,"304975,642648"
BH,Budoi,"299819,637555"
BH,Cuzap,"304202,636899"
BH,Varviz,"306047,639286"
BH,Vărzari,"307839,636690"
BH,Voivozi,"302356,638377"
BH,Răbăgani,"289020,586672"
BH,Albești,"290074,589315"
BH,Brătești,"286114,588160"
BH,Săucani,"291081,585171"
BH,Saliște de Pomezeu,"293036,586600"
BH,Vărășeni,"287193,589078"
BH,Remetea,"297486,585587"
BH,Drăgoteni,"294358,584906"
BH,Meziad,"303532,585531"
BH,Petreasa,"297300,582780"
BH,Soimuș,"295858,583511"
BH,Rieni,"304329,567112"
BH,Cucuceni,"302603,566026"
BH,Ghighișeni,"303080,564470"
BH,Petrileni,"304338,564878"
BH,Sudrigiu,"303406,569076"
BH,Valea de Jos,"307352,566635"
BH,Roșia,"301395,592471"
BH,Lazuri,"302553,591609"
BH,Săcădat,"282950,619829"
BH,Borșa,"285753,617634"
BH,Săbolciu,"283798,623310"
BH,Săcueni,"280793,654176"
BH,Cadea,"277921,649945"
BH,Ciocaia,"276787,652997"
BH,Cubulcut,"287353,650807"
BH,Olosig,"286888,654072"
BH,Sânnicolau de Munte,"283515,648823"
BH,Sălacea,"296938,665680"
BH,Otomani,"291672,663428"
BH,Sălard,"275254,639922"
BH,Hodoș,"271709,640502"
BH,Sântimreu,"276362,642984"
BH,Sâmbăta,"286593,592873"
BH,Copăceni,"285433,589690"
BH,Ogești,"289234,593069"
BH,Rogoz,"284037,591909"
BH,Rotărești,"288626,592207"
BH,Zăvoiu,"286155,595107"
BH,Sârbi,"281966,636587"
BH,Almașu Mic,"282865,634125"
BH,Burzuc,"285513,632272"
BH,Chioag,"284268,634732"
BH,Fegernic,"282496,637739"
BH,Fegernicu Nou,"280572,639666"
BH,Sarcău,"284352,638468"
BH,Spinuș,"287201,637252"
BH,Ciulești,"287403,639315"
BH,Gurbești,"289726,636454"
BH,Nădar,"285491,638054"
BH,Săliște,"290493,635739"
BH,Suplacu de Barcău,"313231,642663"
BH,Borumlaca,"309104,638193"
BH,Dolea,"309946,644758"
BH,Foglaș,"308900,641267"
BH,Valea Cerului,"310473,640592"
BH,Vâlcelele,"309459,639777"
BH,Șimian,"280685,669387"
BH,Șilindru,"277279,663923"
BH,Voivozi,"276924,667533"
BH,Șinteu,"311940,629606"
BH,Huta Voivozi,"308949,631528"
BH,Socet,"310066,632240"
BH,Valea Târnei,"312638,627984"
BH,Șoimi,"279719,579879"
BH,Borz,"284942,578799"
BH,Codru,"281463,574307"
BH,Dumbrăvița de Codru,"282982,576768"
BH,Poclușa de Beiuș,"277407,576287"
BH,Sânnicolau de Beiuș,"279400,581194"
BH,Ursad,"277584,579833"
BH,Urviș de Beiuș,"282728,580910"
BH,Șuncuiuș,"312519,608165"
BH,Bălnaca,"315194,607735"
BH,Bălnaca-Groși,"313466,605030"
BH,Zece Hotare,"307513,602100"
BH,Tarcea,"287021,665781"
BH,Adoni,"286985,663026"
BH,Galoșpetreu,"290314,668589"
